,Open,Close,Time,High,Low
399,1151,1150.1,2015-10-27T09:28:00+0530,1151.5,1150.1
400,1143.05,1140.9,2015-10-28T09:28:00+0530,1143.05,1140.9
401,1149.5,1148.05,2015-10-29T09:28:00+0530,1149.5,1148.05
402,1138.55,1138.7,2015-10-30T09:28:00+0530,1139.3,1138
403,1127.25,1127,2015-11-02T09:28:00+0530,1127.45,1126.95
404,1139,1139.8,2015-11-03T09:28:00+0530,1140,1138.85
405,1146,1147.5,2015-11-04T09:28:00+0530,1148.1,1145.55
406,1136.45,1136.55,2015-11-05T09:28:00+0530,1136.55,1136.05
407,1134.05,1134.95,2015-11-06T09:28:00+0530,1134.95,1134.05
408,1124.65,1124.3,2015-11-09T09:28:00+0530,1124.65,1123.5
409,1118.55,1118.95,2015-11-10T09:28:00+0530,1119.9,1118.3
410,1099.75,1098.3,2015-11-13T09:28:00+0530,1099.75,1098
411,1077,1076.7,2015-11-16T09:28:00+0530,1077.3,1075.8
412,1062,1064.6,2015-11-17T09:28:00+0530,1064.95,1060.85
413,1041.2,1041.7,2015-11-18T09:28:00+0530,1042,1041.1
414,1030.8,1031.75,2015-11-19T09:28:00+0530,1032.1,1030.2
415,1048.45,1048.55,2015-11-20T09:28:00+0530,1048.75,1048.05
416,1049.6,1047.15,2015-11-23T09:28:00+0530,1050,1047.15
417,1046,1046.05,2015-11-24T09:28:00+0530,1046.7,1045.9
418,1050.95,1050,2015-11-26T09:28:00+0530,1051,1049.95
419,1049.6,1050,2015-11-27T09:28:00+0530,1050,1048.8
420,1060.95,1063.5,2015-11-30T09:28:00+0530,1063.5,1060.95
421,1089,1088.4,2015-12-01T09:28:00+0530,1089,1088.05
422,1073,1072.2,2015-12-02T09:28:00+0530,1073,1071.55
423,1064.35,1063.7,2015-12-03T09:28:00+0530,1064.5,1063.45
424,1042.55,1042.4,2015-12-04T09:28:00+0530,1042.6,1042.35
425,1053.5,1053.5,2015-12-07T09:28:00+0530,1054,1053.25
426,1050.5,1050.15,2015-12-08T09:28:00+0530,1050.5,1049.7
427,1043.5,1043.75,2015-12-09T09:28:00+0530,1043.95,1043.05
428,1035.95,1035.5,2015-12-10T09:28:00+0530,1036.1,1035.5
429,1051.5,1051.65,2015-12-11T09:28:00+0530,1052,1051.15
430,1054.5,1054.85,2015-12-14T09:28:00+0530,1054.85,1054
431,1068.3,1067.05,2015-12-15T09:28:00+0530,1068.35,1067.05
432,1086.15,1087,2015-12-16T09:28:00+0530,1087,1086.15
433,1098.65,1098.65,2015-12-17T09:28:00+0530,1098.85,1098.3
434,1093.6,1092.5,2015-12-18T09:28:00+0530,1093.7,1092.4
435,1075.2,1075,2015-12-21T09:28:00+0530,1075.7,1075
436,1091,1091,2015-12-22T09:28:00+0530,1091.9,1091
437,1091.85,1091.85,2015-12-23T09:28:00+0530,1091.9,1091.2
438,1097.65,1097.1,2015-12-24T09:28:00+0530,1097.65,1097.1
439,1100.8,1101.45,2015-12-28T09:28:00+0530,1101.45,1100
440,1104.35,1104.35,2015-12-29T09:28:00+0530,1104.5,1104.1
441,1105.45,1106.25,2015-12-30T09:28:00+0530,1106.45,1105.4
442,1103.35,1103.6,2016-01-01T09:28:00+0530,1103.6,1102.35
443,1098.65,1097.2,2016-01-04T09:28:00+0530,1099.35,1097.2
444,1075.95,1075.45,2016-01-05T09:28:00+0530,1076,1075
445,1071.65,1070,2016-01-06T09:28:00+0530,1072,1070
446,1061.75,1060,2016-01-07T09:28:00+0530,1061.75,1060
447,1057.45,1057.45,2016-01-08T09:28:00+0530,1057.8,1056.6
448,1064.8,1066.4,2016-01-11T09:28:00+0530,1066.45,1064.8
449,1049.5,1047.3,2016-01-12T09:28:00+0530,1049.5,1047.3
450,1061.75,1061.8,2016-01-13T09:28:00+0530,1062.9,1060.6
451,1071.15,1097.7,2016-01-14T09:28:00+0530,1099.9,1066.55
452,1154.2,1153.95,2016-01-15T09:28:00+0530,1154.5,1153
453,1152.4,1154.85,2016-01-18T09:28:00+0530,1154.85,1152.4
454,1146.35,1145.85,2016-01-19T09:28:00+0530,1146.5,1145
455,1135.7,1136.3,2016-01-20T09:28:00+0530,1136.3,1135.2
456,1141.8,1141.05,2016-01-21T09:28:00+0530,1141.95,1140.5
457,1143,1142.5,2016-01-22T09:28:00+0530,1143,1142.5
458,1143.5,1143.4,2016-01-25T09:28:00+0530,1144,1142.8
459,1143.95,1142.5,2016-01-27T09:28:00+0530,1143.95,1142.25
460,1139.5,1140.6,2016-01-28T09:28:00+0530,1141,1139.5
461,1140.55,1141.8,2016-01-29T09:28:00+0530,1142.15,1140.55
462,1168.95,1168.15,2016-02-01T09:28:00+0530,1170,1166.3
463,1187.95,1185,2016-02-02T09:28:00+0530,1188.9,1184.5
464,1166.8,1167.1,2016-02-03T09:28:00+0530,1167.4,1166.75
465,1170.75,1170.05,2016-02-04T09:28:00+0530,1170.95,1169.9
466,1175.5,1176.5,2016-02-05T09:28:00+0530,1176.55,1175.5
467,1161.95,1163.05,2016-02-08T09:28:00+0530,1163.6,1161.7
468,1110.5,1110,2016-02-09T09:28:00+0530,1111.3,1110
469,1112.4,1111.35,2016-02-10T09:28:00+0530,1112.5,1110.2
470,1110.85,1110.4,2016-02-11T09:28:00+0530,1111,1109.6
471,1097.4,1094.55,2016-02-12T09:28:00+0530,1097.4,1093.7
472,1093.55,1092,2016-02-15T09:28:00+0530,1093.55,1092
473,1090.75,1089.5,2016-02-16T09:28:00+0530,1091.9,1089.1
474,1091.85,1092.1,2016-02-17T09:28:00+0530,1092.4,1091.45
475,1109.4,1109.75,2016-02-18T09:28:00+0530,1109.75,1109.35
476,1121.05,1121.95,2016-02-19T09:28:00+0530,1122,1120
477,1130.3,1131.45,2016-02-22T09:28:00+0530,1131.8,1130.3
478,1121.6,1121.35,2016-02-23T09:28:00+0530,1122,1121.25
479,1128.65,1128.1,2016-02-24T09:28:00+0530,1129.05,1128
480,1129.3,1130,2016-02-25T09:28:00+0530,1130.55,1128.95
481,1122.1,1122,2016-02-26T09:28:00+0530,1122.5,1121.55
482,1110.4,1109.65,2016-03-01T09:28:00+0530,1110.65,1107.5
483,1134.55,1133.7,2016-03-02T09:28:00+0530,1134.7,1132.55
484,1180.1,1179.1,2016-03-03T09:28:00+0530,1181,1179.1
485,1179.4,1179.7,2016-03-04T09:28:00+0530,1180.35,1179.4
486,1165.6,1163.4,2016-03-08T09:28:00+0530,1165.6,1163.4
487,1157.3,1156.65,2016-03-09T09:28:00+0530,1158.5,1155.9
488,1152.55,1152,2016-03-10T09:28:00+0530,1153.45,1151.7
489,1148,1148.5,2016-03-11T09:28:00+0530,1148.7,1147.3
490,1151.8,1152.3,2016-03-14T09:28:00+0530,1153,1151.65
491,1148.85,1147,2016-03-15T09:28:00+0530,1148.9,1146.5
492,1135.35,1136.5,2016-03-16T09:28:00+0530,1136.9,1135.1
493,1155.25,1155.05,2016-03-17T09:28:00+0530,1155.6,1155
494,1168.5,1169,2016-03-18T09:28:00+0530,1169.05,1168.5
495,1190.9,1194.85,2016-03-21T09:28:00+0530,1194.85,1190.9
496,1180,1180.3,2016-03-22T09:28:00+0530,1180.9,1179.95
497,1189.65,1191.8,2016-03-23T09:28:00+0530,1191.8,1189.65
498,1227.5,1226.35,2016-03-28T09:28:00+0530,1227.5,1226
499,1198.65,1198.45,2016-03-29T09:28:00+0530,1198.65,1198.45
500,1205.8,1204.85,2016-03-30T09:28:00+0530,1205.9,1204.6
501,1218.8,1218.65,2016-04-01T09:28:00+0530,1218.9,1217.9
502,1225.35,1225.15,2016-04-04T09:28:00+0530,1225.65,1224.7
503,1230.45,1232.2,2016-04-05T09:28:00+0530,1232.45,1230.45
504,1216.65,1216.35,2016-04-06T09:28:00+0530,1216.75,1216.15
505,1199.4,1199.05,2016-04-07T09:28:00+0530,1199.7,1199
506,1166.35,1162.2,2016-04-08T09:28:00+0530,1166.35,1162.2
507,1156.1,1157.25,2016-04-11T09:28:00+0530,1157.25,1156.05
508,1187.3,1187.4,2016-04-12T09:28:00+0530,1187.5,1187
509,1190.45,1190.55,2016-04-13T09:28:00+0530,1190.85,1190.1
510,1246,1245.15,2016-04-18T09:28:00+0530,1247,1245.15
511,1233.45,1234.25,2016-04-20T09:28:00+0530,1234.45,1233.15
512,1237.7,1237.8,2016-04-21T09:28:00+0530,1238.8,1237.1
513,1217.6,1217,2016-04-22T09:28:00+0530,1217.8,1216.05
514,1218.25,1219,2016-04-25T09:28:00+0530,1219.15,1218.25
515,1215.7,1216,2016-04-26T09:28:00+0530,1216,1215.45
516,1237.6,1239.6,2016-04-27T09:28:00+0530,1239.6,1237.6
517,1232.55,1233.2,2016-04-28T09:28:00+0530,1233.45,1232.55
518,1212.9,1212.35,2016-04-29T09:28:00+0530,1212.9,1212
519,1200.5,1198.65,2016-05-02T09:28:00+0530,1200.5,1198.05
520,1207.25,1208.1,2016-05-03T09:28:00+0530,1208.1,1207.05
521,1181.5,1181.1,2016-05-04T09:28:00+0530,1181.65,1181.05
522,1189.1,1188.8,2016-05-05T09:28:00+0530,1189.9,1188
523,1183.25,1183.5,2016-05-06T09:28:00+0530,1183.85,1183
524,1181.5,1183.2,2016-05-09T09:28:00+0530,1183.7,1180.6
525,1205.7,1206.2,2016-05-10T09:28:00+0530,1206.55,1205.7
526,1210.45,1210.1,2016-05-11T09:28:00+0530,1210.8,1210
527,1204.5,1203.75,2016-05-12T09:28:00+0530,1204.55,1203.05
528,1203.8,1203.55,2016-05-13T09:28:00+0530,1203.95,1202.2
529,1210.55,1210.25,2016-05-16T09:28:00+0530,1210.55,1210
530,1223.7,1222.8,2016-05-17T09:28:00+0530,1224.35,1222.5
531,1200.2,1200.5,2016-05-18T09:28:00+0530,1200.95,1200
532,1205.75,1205.5,2016-05-19T09:28:00+0530,1205.95,1205
533,1214.4,1214.3,2016-05-20T09:28:00+0530,1214.4,1213.45
534,1196,1196.1,2016-05-23T09:28:00+0530,1196.4,1195.5
535,1182.25,1182.5,2016-05-24T09:28:00+0530,1182.6,1181.5
536,1208,1207.65,2016-05-25T09:28:00+0530,1208.35,1207.25
537,1218.45,1217.9,2016-05-26T09:28:00+0530,1218.5,1217.4
538,1241.05,1240.95,2016-05-27T09:28:00+0530,1241.3,1240.9
539,1257.4,1257.1,2016-05-30T09:28:00+0530,1258.9,1256.55
540,1249.4,1248.75,2016-06-01T09:28:00+0530,1249.4,1248
541,1271.75,1271.75,2016-06-02T09:28:00+0530,1272.35,1271.05
542,1270.9,1270.8,2016-06-03T09:28:00+0530,1271,1270.6
543,1269.65,1269.6,2016-06-06T09:28:00+0530,1269.75,1269.5
544,1266.95,1267,2016-06-07T09:28:00+0530,1267.05,1266.85
545,1254.05,1254.75,2016-06-08T09:28:00+0530,1254.9,1253.75
546,1203.45,1202.8,2016-06-09T09:28:00+0530,1203.5,1202.75
547,1172.8,1173.25,2016-06-10T09:28:00+0530,1173.75,1172.8
548,1176.6,1178.7,2016-06-13T09:28:00+0530,1178.75,1176.55
549,1179.15,1179,2016-06-14T09:28:00+0530,1179.35,1178.55
550,1180,1180.65,2016-06-15T09:28:00+0530,1181,1180
551,1179.25,1179.4,2016-06-16T09:28:00+0530,1179.55,1178.7
552,1185.4,1185.15,2016-06-17T09:28:00+0530,1185.6,1185.05
553,1187.4,1187.95,2016-06-20T09:28:00+0530,1187.95,1187.25
554,1202.55,1203.25,2016-06-21T09:28:00+0530,1203.25,1202.55
555,1203.2,1204.75,2016-06-22T09:28:00+0530,1205.95,1203.2
556,1199.65,1199.5,2016-06-23T09:28:00+0530,1199.8,1199.5
557,1184.2,1184.5,2016-06-24T09:28:00+0530,1185.45,1184.1
558,1175.55,1176.75,2016-06-27T09:28:00+0530,1177.05,1175.55
559,1162.2,1163,2016-06-28T09:28:00+0530,1163,1161.6
560,1165.05,1165,2016-06-29T09:28:00+0530,1165.45,1164.75
561,1181.15,1181.6,2016-06-30T09:28:00+0530,1181.6,1180.2
562,1175.05,1174.85,2016-07-01T09:28:00+0530,1175.5,1174.85
563,1184.2,1183.65,2016-07-04T09:28:00+0530,1184.75,1183.55
564,1178.25,1177.55,2016-07-05T09:28:00+0530,1178.25,1177.4
565,1164.55,1165.1,2016-07-07T09:28:00+0530,1165.3,1164.5
566,1163.75,1163.8,2016-07-08T09:28:00+0530,1163.9,1163.75
567,1169.2,1169.95,2016-07-11T09:28:00+0530,1170,1169.2
568,1170.15,1170.05,2016-07-12T09:28:00+0530,1170.4,1169.95
569,1177.6,1177.65,2016-07-13T09:28:00+0530,1177.75,1177.6
570,1190,1188.7,2016-07-14T09:28:00+0530,1190,1188.4
571,1184.6,1183.05,2016-07-15T09:28:00+0530,1185,1183
572,1064.3,1061.65,2016-07-18T09:28:00+0530,1065,1060
573,1083.8,1083.8,2016-07-19T09:28:00+0530,1084.2,1083.3
574,1080.95,1080.85,2016-07-20T09:28:00+0530,1081,1080.5
575,1081.75,1081.65,2016-07-21T09:28:00+0530,1081.75,1081.6
576,1069.7,1070.4,2016-07-22T09:28:00+0530,1070.5,1069.05
577,1070,1068.5,2016-07-25T09:28:00+0530,1070,1068.5
578,1079,1080.55,2016-07-26T09:28:00+0530,1080.85,1079
579,1093.85,1093.3,2016-07-27T09:28:00+0530,1093.95,1093.25
580,1081.5,1081.7,2016-07-28T09:28:00+0530,1081.75,1081.2
581,1074.5,1074.15,2016-07-29T09:28:00+0530,1074.5,1074
582,1071.45,1071.1,2016-08-01T09:28:00+0530,1071.45,1071
583,1079.35,1079.3,2016-08-02T09:28:00+0530,1079.35,1079.05
584,1076.75,1075.75,2016-08-03T09:28:00+0530,1076.75,1075.75
585,1076.05,1076.45,2016-08-04T09:28:00+0530,1076.95,1075.15
586,1071.7,1071.7,2016-08-05T09:28:00+0530,1072.35,1071.5
587,1071.4,1071.8,2016-08-08T09:28:00+0530,1072.45,1070.95
588,1075,1074.5,2016-08-09T09:28:00+0530,1075,1074.5
589,1079.8,1079.2,2016-08-10T09:28:00+0530,1080.3,1079.2
590,1084.5,1084.55,2016-08-11T09:28:00+0530,1084.85,1084.1
591,1075.5,1075.6,2016-08-12T09:28:00+0530,1075.95,1075.5
592,1039.45,1039.7,2016-08-16T09:28:00+0530,1039.9,1039.1
593,1038.65,1039.9,2016-08-17T09:28:00+0530,1040.1,1038.25
594,1036.25,1034.2,2016-08-18T09:28:00+0530,1036.25,1034.2
595,1036.35,1037,2016-08-19T09:28:00+0530,1038,1036.35
596,1017.3,1017.8,2016-08-22T09:28:00+0530,1018,1017.15
597,1029,1029.1,2016-08-23T09:28:00+0530,1029.55,1028.9
598,1053.35,1054.4,2016-08-24T09:28:00+0530,1054.6,1053.35
599,1053.15,1052.7,2016-08-25T09:28:00+0530,1053.3,1052.7
600,1043.15,1042.85,2016-08-26T09:28:00+0530,1043.7,1042.5
601,1014.05,1013.8,2016-08-29T09:28:00+0530,1014.75,1013.8
602,1027.8,1027.45,2016-08-30T09:28:00+0530,1027.9,1027.05
603,1035.25,1035.25,2016-09-01T09:28:00+0530,1035.3,1035
604,1035.5,1035.7,2016-09-02T09:28:00+0530,1036,1034.75
605,1043.25,1043.9,2016-09-06T09:28:00+0530,1044,1043.25
606,1045.9,1046.4,2016-09-07T09:28:00+0530,1046.95,1045.6
607,1030.25,1028.9,2016-09-08T09:28:00+0530,1030.25,1028.9
608,1033,1033.65,2016-09-09T09:28:00+0530,1034.3,1033
609,1044.35,1044.55,2016-09-12T09:28:00+0530,1045.15,1044.1
610,1050.75,1052.2,2016-09-14T09:28:00+0530,1052.45,1050.65
611,1037.15,1037.7,2016-09-15T09:28:00+0530,1037.7,1036.6
612,1044.15,1043.65,2016-09-16T09:28:00+0530,1045.2,1043.65
613,1050.9,1051.05,2016-09-19T09:28:00+0530,1051.35,1049.75
614,1054.5,1054,2016-09-20T09:28:00+0530,1054.5,1053.5
615,1055.3,1055.3,2016-09-21T09:28:00+0530,1055.45,1055
616,1057.4,1057.1,2016-09-22T09:28:00+0530,1058,1057
617,1051.85,1051.95,2016-09-23T09:28:00+0530,1052,1051.7
618,1031.9,1031.1,2016-09-26T09:28:00+0530,1031.95,1031.1
619,1041.65,1041.65,2016-09-27T09:28:00+0530,1041.95,1041.05
620,1037.85,1036.4,2016-09-28T09:28:00+0530,1038,1036.35
621,1039.1,1039.75,2016-09-29T09:28:00+0530,1040,1039.1
622,1039.85,1039.55,2016-09-30T09:28:00+0530,1040,1039.15
623,1028.4,1028.5,2016-10-03T09:28:00+0530,1029,1028.05
624,1043.45,1042.15,2016-10-04T09:28:00+0530,1043.9,1041.55
625,1044.5,1044.55,2016-10-05T09:28:00+0530,1044.65,1044.35
626,1034.2,1034.3,2016-10-06T09:28:00+0530,1035,1034.2
627,1024.85,1025,2016-10-07T09:28:00+0530,1025,1024.45
628,1011,1011,2016-10-10T09:28:00+0530,1011.3,1010.5
629,1036.75,1036.95,2016-10-13T09:28:00+0530,1037,1035.8
630,1046.5,1047.9,2016-10-14T09:28:00+0530,1048.85,1046.5
631,1037.4,1037.55,2016-10-17T09:28:00+0530,1038,1037.4
632,1030.3,1031.1,2016-10-18T09:28:00+0530,1031.3,1030.3
633,1040.05,1040.65,2016-10-19T09:28:00+0530,1040.65,1039.35
634,1049.1,1048.5,2016-10-20T09:28:00+0530,1049.35,1048.5
635,1035.1,1034.9,2016-10-21T09:28:00+0530,1035.1,1034.9
636,1038.55,1037.5,2016-10-24T09:28:00+0530,1038.75,1037.5
637,1031.85,1031.7,2016-10-25T09:28:00+0530,1031.85,1031.4
638,1013.9,1013.75,2016-10-26T09:28:00+0530,1013.9,1013.05
639,1009.05,1011.4,2016-10-27T09:28:00+0530,1011.45,1009.05
640,996.3,995.95,2016-10-28T09:28:00+0530,996.45,995
641,993.5,994,2016-11-01T09:28:00+0530,994.45,993.5
642,986,986.5,2016-11-02T09:28:00+0530,986.9,985.8
643,975.55,976,2016-11-03T09:28:00+0530,976.55,975.35
644,965.95,965.8,2016-11-04T09:28:00+0530,965.95,965.8
645,983,982.85,2016-11-07T09:28:00+0530,983.55,982.3
646,985.9,985.55,2016-11-08T09:28:00+0530,986,985.55
647,942,940.1,2016-11-09T09:28:00+0530,943,940.1
648,946.4,948,2016-11-10T09:28:00+0530,948,946.3
649,934.45,933.25,2016-11-11T09:28:00+0530,934.45,933
650,914.6,913.6,2016-11-15T09:28:00+0530,914.7,913.4
651,930.25,930.65,2016-11-16T09:28:00+0530,931.05,930
652,941,941.5,2016-11-17T09:28:00+0530,941.95,940.95
653,928.6,927.6,2016-11-18T09:28:00+0530,929.1,927.6
654,917.15,918.65,2016-11-21T09:28:00+0530,918.8,917.15
655,926.05,925.6,2016-11-22T09:28:00+0530,926.05,924.8
656,917.75,917.55,2016-11-23T09:28:00+0530,917.8,917.3
657,925.15,925.6,2016-11-24T09:28:00+0530,926,925.1
658,942.55,943.8,2016-11-25T09:28:00+0530,943.8,942.55
659,981.5,981.8,2016-11-28T09:28:00+0530,982.15,981.15
660,970.8,970.7,2016-11-29T09:28:00+0530,970.85,969.95
661,969.4,970,2016-11-30T09:28:00+0530,970,969.05
662,973.35,972.7,2016-12-01T09:28:00+0530,973.65,972.6
663,965.7,966.95,2016-12-02T09:28:00+0530,967,965.7
664,960.25,960.5,2016-12-05T09:28:00+0530,960.5,959.05
665,967.9,967.3,2016-12-06T09:28:00+0530,967.95,967.25
666,967.7,968.1,2016-12-07T09:28:00+0530,968.35,967.7
667,981.9,981.65,2016-12-08T09:28:00+0530,981.9,980.2
668,1002.85,1004.2,2016-12-09T09:28:00+0530,1004.2,1002.45
669,966.4,966.55,2016-12-12T09:28:00+0530,966.7,966.1
670,977.1,977.9,2016-12-13T09:28:00+0530,978.35,977.05
671,991,990.35,2016-12-14T09:28:00+0530,991.4,990.2
672,1009.4,1009.55,2016-12-15T09:28:00+0530,1010.3,1008.4
673,1003.5,1003.15,2016-12-16T09:28:00+0530,1003.5,1002.5
674,1002.2,1002.3,2016-12-19T09:28:00+0530,1002.75,1002.2
675,1006.45,1006.15,2016-12-20T09:28:00+0530,1006.45,1006
676,1014.8,1015.25,2016-12-21T09:28:00+0530,1015.5,1014.8
677,1002.4,1002.7,2016-12-22T09:28:00+0530,1003.15,1002.35
678,992.9,991.65,2016-12-23T09:28:00+0530,993.5,991.65
679,987.9,986.5,2016-12-26T09:28:00+0530,987.9,985.25
680,988.25,990.6,2016-12-27T09:28:00+0530,990.6,987.6
681,1004.85,1004.5,2016-12-28T09:28:00+0530,1004.95,1004.05
682,1002.8,1004,2016-12-29T09:28:00+0530,1004.15,1002.5
683,996.05,997.25,2016-12-30T09:28:00+0530,997.5,996.05
684,1006.3,1006.2,2017-01-02T09:28:00+0530,1006.7,1006
685,985.9,988.05,2017-01-03T09:28:00+0530,988.4,985.9
686,1000.6,998.45,2017-01-04T09:28:00+0530,1000.7,998.25
687,1005.15,1005.8,2017-01-05T09:28:00+0530,1005.95,1005.15
688,987.1,985.35,2017-01-06T09:28:00+0530,987.1,984.6
689,970.1,971.65,2017-01-09T09:28:00+0530,972.1,970.1
690,979.25,979,2017-01-10T09:28:00+0530,979.8,978.5
691,973.75,973.65,2017-01-11T09:28:00+0530,974.4,973.6
692,989.5,989.35,2017-01-12T09:28:00+0530,990,989.2
693,1016.4,1018.5,2017-01-13T09:28:00+0530,1019.05,1015.9
694,958.2,959.9,2017-01-16T09:28:00+0530,959.9,958.2
695,959.15,959.4,2017-01-17T09:28:00+0530,959.65,958.85
696,957.25,957.85,2017-01-18T09:28:00+0530,957.9,957.05
697,954,953.6,2017-01-19T09:28:00+0530,954.25,953.2
698,949.6,949.15,2017-01-20T09:28:00+0530,949.6,949.05
699,942.2,942,2017-01-23T09:28:00+0530,942.25,941.9
700,944.7,945.7,2017-01-24T09:28:00+0530,945.7,944
701,941.15,941.1,2017-01-25T09:28:00+0530,941.45,941.1
702,932.1,931,2017-01-27T09:28:00+0530,932.2,930.95
703,931.95,932.2,2017-01-30T09:28:00+0530,932.45,931.35
704,913.5,912.45,2017-02-01T09:28:00+0530,913.9,911.5
705,913.4,913.65,2017-02-02T09:28:00+0530,913.9,912.9
706,928.5,927.95,2017-02-03T09:28:00+0530,929,927.4
707,939.5,939.25,2017-02-06T09:28:00+0530,939.55,939
708,931.8,930.5,2017-02-07T09:28:00+0530,931.8,930
709,936.65,936.8,2017-02-08T09:28:00+0530,937.5,936.65
710,940,939.2,2017-02-09T09:28:00+0530,940,939.2
711,948.8,949.45,2017-02-10T09:28:00+0530,949.5,948.8
712,970.4,969.65,2017-02-13T09:28:00+0530,970.95,969.25
713,977,977.25,2017-02-14T09:28:00+0530,977.45,977
714,992.9,992.9,2017-02-15T09:28:00+0530,992.9,992
715,998.85,998.55,2017-02-16T09:28:00+0530,998.95,998.2
716,1000,1000,2017-02-17T09:28:00+0530,1000.25,999.6
717,999.55,999.45,2017-02-20T09:28:00+0530,999.95,999.15
718,1019.75,1019.95,2017-02-21T09:28:00+0530,1019.95,1019.2
719,1004.9,1005.1,2017-02-22T09:28:00+0530,1005.1,1004.8
720,1002,1002.9,2017-02-23T09:28:00+0530,1003.35,1001.75
721,1014.5,1015,2017-02-27T09:28:00+0530,1015,1014.05
722,1012.85,1012.4,2017-02-28T09:28:00+0530,1012.85,1012.35
723,1016.8,1017.45,2017-03-01T09:28:00+0530,1018,1016.55
724,1023.5,1023.7,2017-03-02T09:28:00+0530,1023.95,1023.15
725,1007.5,1007,2017-03-03T09:28:00+0530,1007.75,1006
726,1021.1,1021.1,2017-03-06T09:28:00+0530,1021.8,1021
727,1019.4,1019.5,2017-03-07T09:28:00+0530,1019.5,1019.4
728,1011.9,1011.8,2017-03-08T09:28:00+0530,1012,1011.05
729,1002.95,1002.3,2017-03-09T09:28:00+0530,1003.05,1002.2
730,1016,1016.4,2017-03-10T09:28:00+0530,1016.45,1015.9
731,1035.6,1035.6,2017-03-14T09:28:00+0530,1036,1034.6
732,1031,1031.1,2017-03-15T09:28:00+0530,1031.45,1030.9
733,1021.45,1021.35,2017-03-16T09:28:00+0530,1021.5,1021
734,1023.45,1024.1,2017-03-17T09:28:00+0530,1024.4,1023.15
735,1021.65,1023,2017-03-20T09:28:00+0530,1023.05,1021.65
736,1019.05,1020,2017-03-21T09:28:00+0530,1020.25,1018.8
737,1038.85,1039.45,2017-03-22T09:28:00+0530,1039.5,1038.75
738,1030.5,1030.6,2017-03-23T09:28:00+0530,1030.7,1030
739,1034.8,1034,2017-03-24T09:28:00+0530,1034.85,1033.4
740,1025.65,1026,2017-03-27T09:28:00+0530,1026,1025.5
741,1037.1,1035.6,2017-03-28T09:28:00+0530,1037.1,1035.6
742,1034.25,1033.95,2017-03-29T09:28:00+0530,1034.25,1033.7
743,1034.95,1035,2017-03-30T09:28:00+0530,1035,1034.9
744,1023.1,1022.5,2017-04-03T09:28:00+0530,1023.6,1022.5
745,1003.85,1003.95,2017-04-05T09:28:00+0530,1003.95,1003.5
746,1002,1001.5,2017-04-06T09:28:00+0530,1002,1000.9
747,996.15,996.7,2017-04-07T09:28:00+0530,996.75,995.6
748,983,983.2,2017-04-10T09:28:00+0530,984.05,983
749,967.1,966.35,2017-04-11T09:28:00+0530,967.25,966.15
750,970,970.6,2017-04-12T09:28:00+0530,970.6,970
751,949.75,946.15,2017-04-13T09:28:00+0530,949.75,946.15
752,925.65,926.25,2017-04-17T09:28:00+0530,926.5,925.55
753,929.3,929,2017-04-18T09:28:00+0530,929.5,928.7
754,922.7,922.75,2017-04-19T09:28:00+0530,923,922.1
755,922.9,922.95,2017-04-20T09:28:00+0530,923.2,922.3
756,929.4,929.75,2017-04-21T09:28:00+0530,930,929.25
757,917,916.95,2017-04-24T09:28:00+0530,917.8,916.9
758,928.3,928.5,2017-04-25T09:28:00+0530,929,928.3
759,930.45,928.8,2017-04-26T09:28:00+0530,930.9,928.8
760,922,922.15,2017-04-27T09:28:00+0530,922.25,921.8
761,923.4,923.8,2017-04-28T09:28:00+0530,924.7,923.1
762,924.1,923.65,2017-05-02T09:28:00+0530,924.1,923.65
763,920.6,920.1,2017-05-03T09:28:00+0530,920.75,920.05
764,937.65,936.8,2017-05-04T09:28:00+0530,937.95,936.8
765,931.75,932.45,2017-05-05T09:28:00+0530,932.5,931.75
766,935.5,935.35,2017-05-08T09:28:00+0530,935.5,934.85
767,949.2,949.75,2017-05-09T09:28:00+0530,950,949.2
768,949.5,948.55,2017-05-10T09:28:00+0530,949.7,948.5
769,941.9,941.75,2017-05-11T09:28:00+0530,942.45,941.55
770,959.35,959.6,2017-05-12T09:28:00+0530,959.95,959.2
771,956.9,957.05,2017-05-15T09:28:00+0530,957.25,956.45
772,955.4,954.15,2017-05-16T09:28:00+0530,955.4,954.1
773,954.6,954.1,2017-05-17T09:28:00+0530,954.6,953.75
774,949.8,950.2,2017-05-18T09:28:00+0530,950.2,949.8
775,951.85,952.7,2017-05-19T09:28:00+0530,953.2,951.85
776,961.25,961.15,2017-05-22T09:28:00+0530,961.5,960.65
777,965,964.2,2017-05-23T09:28:00+0530,965,963.9
778,958.4,959,2017-05-24T09:28:00+0530,959.15,958.4
779,963.8,963.25,2017-05-25T09:28:00+0530,963.85,963.25
780,984.7,987.9,2017-05-26T09:28:00+0530,988,984.7
781,987.85,991.7,2017-05-29T09:28:00+0530,991.7,987.8
782,983.65,982.6,2017-05-30T09:28:00+0530,983.85,982
783,961.6,961.7,2017-06-01T09:28:00+0530,961.7,961.25
784,973,972.45,2017-06-02T09:28:00+0530,973,972.25
785,965.7,965.9,2017-06-05T09:28:00+0530,965.9,965.55
786,976,975.45,2017-06-06T09:28:00+0530,976,975.05
787,983.95,983.95,2017-06-07T09:28:00+0530,984,983.45
788,955.75,956.25,2017-06-08T09:28:00+0530,956.5,955.65
